# SOURCE: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
#
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 260:         5.180       52.100       1.90  DE BILT
# 270:         5.752       53.224       1.20  LEEUWARDEN
# 344:         4.447       51.962      -4.30  ROTTERDAM
# 370:         5.377       51.451      22.60  EINDHOVEN
# 380:         5.762       50.906     114.30  MAASTRICHT
#
# YYYYMMDD = Date (YYYY=year MM=month DD=day);
# FXX      = Strongest wind gust (in 0.1 m/s);
# TG       = Average temperature (in 0.1 degrees Celsius);
# TN       = Minimum temperature (in 0.1 degrees Celsius);
# TNH      = Hour in which TN is measured;
# TX       = Maximum temperature (in 0.1 degrees Celsius);
# TXH      = Hour in which TX is measured;
# SQ       = Duration of Sunshine (in 0.1 hours);
# DR       = Duration of precipitation (in 0.1 hours);
#
# STN,YYYYMMDD,  FXX,   TG,   TN,  TNH,   TX,  TXH,   SQ,   DR
#
  260,20181222,  130,   96,   89,   20,  108,   12,    3,   40
  260,20181223,   80,   71,   54,   24,   89,    1,    0,  126
  260,20181224,   40,   57,   32,   16,   84,   13,   50,    0
  260,20181225,   90,   56,   37,   24,   75,   14,   22,    0
  260,20181226,   60,   40,   15,   24,   53,   13,    0,    0
  260,20181227,   30,    8,  -27,   24,   48,   15,   21,    0
  260,20181228,   40,   23,  -31,    2,   54,   24,    0,    0
  260,20181229,  140,   79,   54,    1,  109,   18,    0,   11
  260,20181230,  100,   85,   62,    8,   95,   23,    0,   48
  260,20181231,  100,   89,   77,   22,  100,   14,    3,    7
  270,20180101,  170,   60,   40,   20,   79,    1,   16,   19
  270,20180102,  140,   56,   31,    1,   75,   24,   40,   40
  270,20180103,  280,   75,   53,   17,   92,    3,   10,   77
  270,20180104,  210,   73,   58,    9,   91,   19,    0,   32
  270,20180105,  200,   60,   40,   21,   76,    1,    9,   21
  270,20180106,   90,   44,   18,   20,   61,   11,   18,    2
  270,20180107,  110,    5,  -16,   23,   28,    1,   66,    0
  270,20180108,  150,   -1,  -24,    4,   22,   15,   66,    0
  270,20180109,  110,   11,  -11,    8,   39,   24,   36,    0
  270,20180110,   70,   58,   38,    1,   68,   14,    0,   39
  270,20180111,   40,   51,   40,   20,   63,   14,   11,    0
  270,20180112,   70,   39,   31,    8,   50,    1,    0,   17
  270,20180113,   80,   37,   23,   24,   50,   15,    0,    0
  270,20180114,   90,   11,    2,   22,   24,    1,    0,    0
  270,20180115,  170,   42,    0,    1,   69,   21,    0,  108
  270,20180116,  200,   44,   25,   20,   62,    1,   27,   12
  270,20180117,  190,   34,   15,    2,   52,   21,   19,   25
  270,20180118,  250,   36,    0,   22,   77,    8,   23,   59
  270,20180119,  110,   22,    1,    2,   52,   13,   41,   20
  270,20180120,   70,   15,   -5,   23,   30,   14,   17,   12
  270,20180121,  140,   29,    0,    1,   59,   13,   48,    1
  270,20180122,  110,   47,   16,    3,   69,   13,    0,   41
  270,20180123,  160,   71,   51,    6,   99,   22,    0,   35
  270,20180124,  190,   94,   67,   23,  121,   13,    0,   75
  270,20180125,  120,   65,   44,   23,   83,   13,    9,    0
  270,20180126,   60,   42,   20,    8,   53,   15,    1,    3
  270,20180127,  160,   46,    3,    4,   79,   24,    0,   25
  270,20180128,  180,   87,   62,    8,  108,   23,    0,   13
  270,20180129,  210,   80,   49,   23,   98,   11,    0,   45
  270,20180130,  100,   43,   17,    7,   70,   13,   61,    0
  270,20180131,  200,   55,   22,    1,   85,    7,    3,   39
  270,20180201,  150,   40,   16,    8,   61,   13,   50,   38
  270,20180202,  120,   40,   13,   23,   65,   12,   43,   28
  270,20180203,  100,   13,   -1,   21,   25,    8,   13,   27
  270,20180204,  150,   18,    8,   21,   31,   11,   23,    9
  270,20180205,   90,    6,  -20,   24,   21,   14,    5,    0
  270,20180206,   60,  -22,  -54,   24,    7,   12,   76,    0
  270,20180207,   50,  -21,  -62,    8,   17,   13,   69,    0
  270,20180208,   80,    3,  -20,    8,   34,   14,   76,    0
  270,20180209,  110,    4,  -14,    6,   28,   14,    4,    0
  270,20180210,  130,   17,  -12,    3,   53,   15,   17,   30
  270,20180211,  200,   40,   17,   23,   61,   13,   41,   39
  270,20180212,  130,   27,   -2,   24,   57,   13,   69,    2
  270,20180213,  120,   19,  -10,    7,   58,   15,   87,    0
  270,20180214,  140,   15,  -20,    8,   46,   15,   87,    0
  270,20180215,  160,   23,    0,    4,   70,   16,   12,   39
  270,20180216,  110,   21,  -11,   24,   69,   14,   72,    0
  270,20180217,   50,   12,  -40,    4,   66,   15,   79,    0
  270,20180218,   70,   14,  -20,    7,   51,   16,   84,    0
  270,20180219,   70,   11,  -39,   24,   34,   15,    2,   10
  270,20180220,   50,    0,  -46,    1,   52,   14,   19,    0
  270,20180221,   70,   -8,  -52,    6,   38,   13,   73,    0
  270,20180222,   60,   -4,  -61,    4,   32,   13,   45,    0
  270,20180223,  110,  -11,  -47,    5,   27,   14,   70,    0
  270,20180224,  140,  -11,  -40,    6,   33,   15,   71,    0
  270,20180225,  100,  -29,  -55,    7,    4,   15,   92,    0
  270,20180226,  120,  -32,  -56,    2,   -7,   15,   82,    0
  270,20180227,  100,  -49,  -95,    7,   -9,   13,   66,    0
  270,20180228,  170,  -74,  -90,   24,  -52,    1,   94,    0
  270,20180301,  200,  -56,  -91,    1,  -21,   14,   73,    0
  270,20180302,  180,  -52,  -83,    7,   -6,   15,   96,    0
  270,20180303,  140,  -40,  -89,    6,    7,   15,   99,    0
  270,20180304,  110,   15,  -42,    4,   73,   15,   57,   19
  270,20180305,  120,   50,    6,   22,   91,   14,   43,    6
  270,20180306,   70,   50,  -20,   24,  104,   13,   47,    0
  270,20180307,   80,   27,  -41,    6,   74,   17,   23,   21
  270,20180308,  180,   37,    4,    6,   73,   15,   26,   62
  270,20180309,  130,   52,   12,    7,   82,   14,   81,    0
  270,20180310,   90,   93,   49,    3,  133,   15,    5,   85
  270,20180311,  150,   90,   26,   23,  124,   12,   18,    4
  270,20180312,   80,   87,   38,    3,  156,   15,   49,   20
  270,20180313,  110,   48,   36,   23,   68,    1,    8,   26
  270,20180314,  110,   43,   -4,    7,   87,   14,   78,    0
  270,20180315,  170,   51,   12,    4,   96,   14,   99,    0
  270,20180316,  170,   21,  -12,   24,   42,    1,    5,    0
  270,20180317,  210,  -16,  -34,    6,   11,   15,   93,    0
  270,20180318,  200,  -17,  -44,    6,   18,   15,  109,    0
  270,20180319,  130,   -8,  -45,    5,   29,   24,  110,    0
  270,20180320,  140,   27,  -21,   23,   69,   13,  110,    3
  270,20180321,  110,   27,  -30,    3,   72,   14,   64,    8
  270,20180322,  120,   52,   36,    1,   73,   12,    7,   36
  270,20180323,  130,   56,   44,    1,   71,   14,    0,    0
  270,20180324,   50,   58,   29,    6,   85,   15,   13,    0
  270,20180325,   60,   48,    3,   24,   88,   15,   37,    0
  270,20180326,   70,   49,   -1,    3,   98,   14,   67,    0
  270,20180327,  100,   58,   29,    6,   96,   12,   33,   38
  270,20180328,  100,   53,   30,   20,   81,   11,    1,  105
  270,20180329,  100,   52,   28,    6,   89,   13,   88,    0
  270,20180330,  110,   70,   36,    5,  117,   16,   58,   34
  270,20180331,   80,   74,   52,   24,  110,   12,   44,   22
  270,20180401,   70,   40,   28,   24,   57,   13,   14,    0
  270,20180402,  100,   58,    6,    5,   90,   18,    2,   85
  270,20180403,  120,  111,   82,   24,  146,   15,   10,   77
  270,20180404,  110,   92,   65,   21,  126,   13,   16,   29
  270,20180405,  200,   54,    7,   22,   89,    2,   52,    8
  270,20180406,  130,   81,    2,    4,  138,   16,  110,    0
  270,20180407,   90,  127,   68,    5,  193,   14,   87,    0
  270,20180408,   80,  114,   64,    4,  192,   12,   95,    0
  270,20180409,  120,   79,   61,    1,  113,   12,    7,    4
  270,20180410,  110,  126,   76,   24,  190,   12,   80,    0
  270,20180411,  120,   96,   64,   24,  148,   15,   57,    0
  270,20180412,  130,  100,   59,    1,  153,   17,   23,    0
  270,20180413,   80,  114,   75,    6,  168,   12,   52,    0
  270,20180414,   90,   92,   29,   24,  120,   14,    0,    0
  270,20180415,   50,  109,   45,    2,  157,   17,   22,   37
  270,20180416,  110,  109,   66,   23,  141,   13,  114,    3
  270,20180417,  120,  125,   60,    2,  181,   15,   99,    0
  270,20180418,   80,  165,   86,    5,  228,   17,  130,    0
  270,20180419,   90,  212,  139,    5,  276,   16,  130,    0
  270,20180420,   80,  160,   80,   24,  231,   14,  132,    0
  270,20180421,   70,  121,   44,    4,  177,   14,  128,    0
  270,20180422,   90,  162,   97,    5,  237,   15,  112,    0
  270,20180423,  120,  117,   84,   21,  144,   11,   86,    0
  270,20180424,  140,  117,   98,   20,  150,   13,   27,   71
  270,20180425,  190,  100,   84,   21,  120,    1,   45,   24
  270,20180426,  140,   94,   72,   22,  121,   13,   75,   14
  270,20180427,   80,   94,   62,    2,  143,   13,   47,    4
  270,20180428,  100,  106,   78,   24,  136,   12,   22,   21
  270,20180429,  150,   95,   73,    6,  122,   11,   12,   60
  270,20180430,  170,   89,   56,   24,  122,   16,    2,   69
  270,20180501,  180,   76,   54,   21,  112,   15,   56,   49
  270,20180502,  140,  104,   39,    2,  159,   15,  114,   27
  270,20180503,  100,   86,   41,   22,  128,   15,  140,    0
  270,20180504,   60,   98,   12,    5,  162,   14,  133,    0
  270,20180505,  100,  125,   34,    5,  197,   14,  138,    0
  270,20180506,   90,  176,   57,    4,  247,   16,  142,    0
  270,20180507,  110,  192,  136,    5,  247,   15,  142,    0
  270,20180508,   90,  203,  134,    3,  264,   15,  144,    0
  270,20180509,   80,  175,  112,    5,  263,   13,  126,    0
  270,20180510,  100,  119,   68,   24,  150,   13,    9,   29
  270,20180511,   70,  124,   44,    4,  180,   16,  127,    0
  270,20180512,   90,  175,  118,    4,  231,   15,  109,    0
  270,20180513,  100,  160,  122,   22,  210,   14,   60,   27
  270,20180514,  100,  171,  112,    4,  237,   15,  146,    0
  270,20180515,  100,  168,  113,   22,  228,   12,  146,    0
  270,20180516,  150,  130,   90,   24,  168,    9,   89,    0
  270,20180517,  130,   97,   81,   21,  117,   10,   30,    0
  270,20180518,   90,   99,   81,    2,  117,   10,    1,    0
  270,20180519,   60,  115,   54,   24,  142,   12,   16,    0
  270,20180520,   80,  156,   60,    3,  228,   15,  116,    0
  270,20180521,  130,  175,  101,    2,  237,   15,  148,    0
  270,20180522,  100,  168,  113,    4,  228,   13,  100,    0
  270,20180523,  130,  170,  112,    1,  238,   12,   79,    0
  270,20180524,  120,  192,  113,    4,  253,   15,  112,    0
  270,20180525,  110,  197,  153,   24,  254,   16,   35,    0
  270,20180526,   90,  193,  128,    4,  252,   14,  123,    0
  270,20180527,  110,  197,  146,    4,  250,   13,  142,    0
  270,20180528,   90,  207,  122,    3,  286,   13,  119,    0
  270,20180529,  110,  203,  161,    4,  246,   14,  105,   41
  270,20180530,   70,  204,  158,    4,  258,   16,   71,    3
  270,20180531,  170,  190,  140,   22,  253,    9,   69,   12
  270,20180601,  100,  175,  130,    2,  225,   11,   57,   14
  270,20180602,   90,  161,  142,    5,  185,   16,    1,   36
  270,20180603,   60,  173,  155,   21,  207,   12,   23,    0
  270,20180604,   70,  154,  139,   24,  166,   14,    0,    0
  270,20180605,   70,  143,   83,   24,  181,   14,   94,    0
  270,20180606,   80,  178,   68,    2,  239,   15,  142,    0
  270,20180607,   70,  201,  132,   24,  266,   13,  155,    0
  270,20180608,   80,  172,  148,    4,  203,   10,   23,   17
  270,20180609,   90,  174,  141,   22,  216,   14,   36,    0
  270,20180610,   90,  160,  124,   24,  196,   11,   28,    0
  270,20180611,   90,  147,   80,    4,  186,   13,   28,    0
  270,20180612,  110,  141,  125,   23,  167,   14,    8,    1
  270,20180613,  110,  141,  122,    2,  173,   13,   42,    1
  270,20180614,  180,  156,  118,   24,  196,    9,   53,   12
  270,20180615,   70,  169,  113,    2,  211,   13,   74,    0
  270,20180616,  100,  163,  117,    4,  212,   13,   35,    0
  270,20180617,  120,  159,  125,    1,  194,   12,   61,    0
  270,20180618,  120,  162,  137,    1,  191,   13,   19,   26
  270,20180619,  100,  180,  162,    1,  210,   14,   57,   10
  270,20180620,  140,  179,  151,   24,  210,   14,   55,    8
  270,20180621,  190,  131,  104,   20,  160,   14,   86,   29
  270,20180622,  180,  128,  106,    2,  159,   15,   39,   30
  270,20180623,  120,  137,  114,   22,  171,   14,   52,    0
  270,20180624,  110,  135,  111,    1,  153,   15,    1,   12
  270,20180625,  100,  144,  106,   23,  175,   14,   89,    0
  270,20180626,  100,  143,  111,    4,  172,   14,  100,    0
  270,20180627,   90,  154,  122,    3,  203,   13,   91,    0
  270,20180628,  100,  178,  112,   23,  241,   12,  157,    0
  270,20180629,  100,  154,   87,    3,  209,   10,  149,    0
  270,20180630,  130,  187,  118,    3,  250,   15,  157,    0
  270,20180701,  140,  196,  136,    4,  245,   15,  157,    0
  270,20180702,  150,  178,  123,   23,  239,   13,  157,    0
  270,20180703,   80,  151,   79,   24,  200,   13,  153,    0
  270,20180704,   60,  155,   69,    4,  202,   13,  145,    0
  270,20180705,   70,  158,  110,    2,  185,   13,    1,    3
  270,20180706,   80,  165,  106,   23,  202,   12,  112,    0
  270,20180707,   80,  153,   89,    4,  201,   12,  150,    0
  270,20180708,   90,  162,  103,    4,  212,   14,  128,    0
  270,20180709,  110,  157,  112,    1,  195,   10,   16,    0
  270,20180710,  130,  161,  107,   23,  204,   11,   89,    2
  270,20180711,  110,  178,  110,    1,  227,   12,  106,    0
  270,20180712,   90,  167,  112,   24,  208,   14,  112,    0
  270,20180713,   70,  160,  103,    3,  197,   14,   24,    0
  270,20180714,   80,  165,  118,    4,  212,   14,  123,    0
  270,20180715,  100,  196,  123,    1,  260,   15,  152,    0
  270,20180716,  100,  213,  157,    4,  274,   13,  137,    0
  270,20180717,  130,  196,  147,    4,  265,   11,  121,    0
  270,20180718,   60,  185,  117,    4,  234,   13,   64,    0
  270,20180719,  110,  180,  120,    3,  246,   12,   89,    0
  270,20180720,  100,  186,  116,    2,  244,   13,  119,    0
  270,20180721,  100,  204,  158,    1,  266,   13,  110,    0
  270,20180722,   80,  192,  141,    4,  248,   15,  109,    0
  270,20180723,   60,  207,  132,    3,  273,   15,  147,    0
  270,20180724,   80,  233,  167,   24,  308,   13,  137,    0
  270,20180725,   80,  223,  176,    2,  280,   13,  106,    0
  270,20180726,   90,  271,  173,    4,  348,   14,  123,    0
  270,20180727,  120,  283,  235,    5,  341,   14,  133,    0
  270,20180728,  130,  205,  153,   23,  255,    8,   53,   21
  270,20180729,  120,  208,  144,    3,  265,   13,   40,    0
  270,20180730,  100,  234,  180,   24,  293,   16,   38,    0
  270,20180731,  150,  195,  143,   23,  244,    9,   74,   10
  270,20180801,   80,  196,  133,    4,  253,   14,  116,    0
  270,20180802,   70,  214,  148,    1,  274,   11,  130,    0
  270,20180803,   70,  216,  127,    5,  279,   13,  142,    0
  270,20180804,   90,  205,  147,    4,  251,   12,   77,    0
  270,20180805,  110,  181,  125,    4,  231,   14,  140,    0
  270,20180806,   90,  212,  128,    1,  289,   15,  139,    0
  270,20180807,  140,  247,  127,    3,  331,   15,  113,    0
  270,20180808,  150,  205,  149,   24,  246,   11,   42,   12
  270,20180809,  230,  183,  144,    5,  244,   13,   50,   53
  270,20180810,  170,  156,  122,    9,  204,   16,   56,   67
  270,20180811,  140,  151,  112,    5,  196,   14,  104,   17
  270,20180812,  110,  186,  124,    1,  248,   15,   20,    0
  270,20180813,   80,  185,  168,    2,  235,   12,    9,   42
  270,20180814,  120,  183,  159,    1,  211,   15,   72,    6
  270,20180815,  100,  197,  166,    1,  240,   12,   62,    0
  270,20180816,  120,  177,  153,   24,  201,   12,    1,    9
  270,20180817,   80,  167,  135,   23,  208,   13,   99,    0
  270,20180818,  120,  177,  136,    1,  217,   15,   47,    0
  270,20180819,  140,  187,  166,    1,  205,   14,    0,    3
  270,20180820,   80,  185,  155,   23,  211,   12,   17,    0
  270,20180821,   70,  203,  161,    4,  253,   14,  113,    0
  270,20180822,   90,  201,  168,    5,  242,   13,  108,    0
  270,20180823,  120,  182,  133,   23,  219,   13,    2,   22
  270,20180824,  150,  144,  103,   22,  187,   13,   87,   22
  270,20180825,  120,  131,  107,   22,  179,   13,   72,   36
  270,20180826,  130,  140,   92,    4,  185,   13,   64,   49
  270,20180827,  160,  164,  123,    1,  188,   10,   21,   47
  270,20180828,   60,  171,  143,   24,  207,   15,   18,    0
  270,20180829,  120,  157,  120,    1,  192,   11,   35,   15
  270,20180830,  110,  147,   95,   24,  187,   13,   75,    0
  270,20180831,   80,  131,   80,    4,  187,   14,  100,    0
  270,20180901,   60,  133,   78,    2,  190,   13,   93,    0
  270,20180902,  100,  146,   61,    5,  214,   13,  106,    0
  270,20180903,  100,  179,  111,    1,  212,   11,   24,    0
  270,20180904,   80,  191,  150,   24,  246,   12,  106,    0
  270,20180905,   70,  178,  118,    4,  236,   12,   54,    0
  270,20180906,   70,  165,  135,   24,  190,   10,    2,   44
  270,20180907,  140,  138,  108,   19,  166,   13,   63,   23
  270,20180908,  130,  153,  126,    1,  181,   14,   37,   22
  270,20180909,  110,  174,  143,    5,  211,   16,   65,    0
  270,20180910,  110,  161,  140,    6,  184,   13,   12,    0
  270,20180911,  170,  167,  137,   23,  194,   14,    5,   60
  270,20180912,   90,  133,   96,   24,  158,   12,    3,   46
  270,20180913,   80,  122,   63,    5,  178,   12,  101,    0
  270,20180914,   70,  134,   95,    1,  174,   13,    4,    0
  270,20180915,  120,  147,  119,   20,  186,   12,   92,   14
  270,20180916,  120,  154,  117,    6,  209,   14,   59,    0
  270,20180917,   90,  168,  124,    4,  213,   16,   57,    0
  270,20180918,  190,  179,  143,    5,  226,   12,  104,    0
  270,20180919,  190,  186,  150,    1,  224,   14,   80,    0
  270,20180920,  160,  181,  164,   19,  207,   12,   42,    0
  270,20180921,  200,  146,  100,   23,  194,    2,   53,   24
  270,20180922,  140,  121,   98,    3,  145,   11,    8,   28
  270,20180923,  180,  107,   92,   20,  121,   10,    0,   64
  270,20180924,  160,  104,   57,   24,  142,   12,   73,   13
  270,20180925,   80,  104,   58,    2,  156,   14,   95,    6
  270,20180926,  160,  138,   86,    1,  183,   13,   77,    0
  270,20180927,  100,  158,  118,    5,  210,   13,   98,    0
  270,20180928,  120,  113,   48,   24,  157,   14,   85,    0
  270,20180929,   80,  102,   49,    1,  152,   12,   85,    0
  270,20180930,   90,  114,   67,    2,  159,   12,   50,    0
  270,20181001,  160,   92,   58,    4,  128,   11,   61,   25
  270,20181002,  150,  119,   76,    1,  154,   11,   25,   67
  270,20181003,  130,  122,   96,   19,  147,   13,   52,    5
  270,20181004,  120,  140,  120,    1,  165,   15,    8,    0
  270,20181005,   80,  130,   67,   23,  193,   15,  103,    0
  270,20181006,  150,  124,   44,    3,  193,   13,   76,   32
  270,20181007,  120,   95,   53,    5,  146,   11,   65,    0
  270,20181008,  110,  121,   64,    1,  152,   14,   48,    0
  270,20181009,  110,  131,   99,   24,  172,   13,   78,    0
  270,20181010,   90,  148,   54,    7,  216,   14,  100,    0
  270,20181011,   90,  174,  125,    6,  218,   13,   83,    0
  270,20181012,  120,  180,  142,    5,  218,   15,   94,    0
  270,20181013,  110,  203,  157,    7,  255,   13,   91,    0
  270,20181014,  110,  185,  143,   24,  230,   15,   83,    0
  270,20181015,   90,  168,  108,    7,  217,   14,   60,    0
  270,20181016,   70,  171,  130,    7,  227,   13,   79,    0
  270,20181017,   80,  140,  104,   20,  189,   13,   86,    0
  270,20181018,   90,  118,   72,   22,  157,   13,   35,    1
  270,20181019,   60,   89,   27,   22,  133,   14,   68,    0
  270,20181020,   90,  112,   55,    1,  160,   14,   38,    0
  270,20181021,   90,  127,   97,    1,  151,   13,   49,    3
  270,20181022,  130,  111,   69,   20,  142,   11,   73,    7
  270,20181023,  150,  131,  113,    1,  142,   21,    0,    8
  270,20181024,  150,  131,  117,   18,  150,   14,   46,   36
  270,20181025,  110,  116,   84,   24,  140,   13,    7,   11
  270,20181026,  150,   95,   56,   20,  124,   10,   13,   63
  270,20181027,  140,   66,   37,   24,   98,   15,   61,   26
  270,20181028,  100,   38,  -13,    6,   81,   12,   84,    0
  270,20181029,  110,   48,   21,    1,   70,   12,    3,    0
  270,20181030,  180,   62,   46,   21,   91,   24,    0,   80
  270,20181031,  150,   86,   54,    8,  104,   13,   65,   10
  270,20181101,  100,  103,   85,    1,  140,   12,   27,   65
  270,20181102,  140,   75,   29,   22,  112,   13,   55,   32
  270,20181103,   90,   59,   22,    1,  107,   12,   65,    0
  270,20181104,   80,   61,   25,    7,  108,   14,   66,    0
  270,20181105,   80,   83,   20,    2,   99,   22,    2,    0
  270,20181106,   80,  115,   70,    5,  170,   13,   48,    0
  270,20181107,  130,  117,   93,    8,  144,   13,   44,    0
  270,20181108,   90,   95,   61,   24,  126,   13,   75,    0
  270,20181109,   90,   89,   62,    1,  117,   14,   34,    0
  270,20181110,  140,  115,   98,   24,  133,   14,    2,   47
  270,20181111,  140,  107,   74,   23,  132,   12,   17,   28
  270,20181112,   80,   97,   83,    3,  118,   13,    2,   55
  270,20181113,  130,   89,   59,   23,  125,   13,   46,    1
  270,20181114,   80,   88,   71,    1,  116,   12,   46,    0
  270,20181115,   80,   63,   31,    8,  104,   15,   47,    0
  270,20181116,   80,   32,   14,    8,   58,   20,   33,    0
  270,20181117,  100,   37,    8,   24,   74,   14,   73,    0
  270,20181118,  100,   33,  -23,    8,   68,   13,   73,    0
  270,20181119,  150,   53,   30,   24,   71,   11,   28,    0
  270,20181120,  160,   30,   15,   19,   40,    5,    5,   21
  270,20181121,  130,   25,    8,   21,   37,   12,    0,    0
  270,20181122,   70,   22,   15,    2,   27,   24,    0,    0
  270,20181123,   70,   30,    7,   23,   58,   13,   34,    0
  270,20181124,   90,    1,  -56,   23,   27,   14,   18,    0
  270,20181125,   80,   34,  -21,    1,   52,   14,    3,    0
  270,20181126,  100,   36,   12,   18,   48,    1,   17,    0
  270,20181127,   90,   24,    5,   24,   38,   14,   51,    0
  270,20181128,  150,   40,    3,    1,   75,   24,    0,   47
  270,20181129,  140,   92,   75,    1,   98,   18,    0,   88
  270,20181130,  110,   84,   57,   23,  103,   13,   54,    0
  270,20181201,  130,   71,   55,    5,   92,   24,    5,   52
  270,20181202,  120,  108,   91,    1,  118,   11,    0,   63
  270,20181203,  160,  100,   66,   22,  118,   13,   29,   27
  270,20181204,  180,   48,    9,   20,   85,   13,   62,    1
  270,20181205,  120,   42,   17,    6,   71,   23,   13,   49
  270,20181206,  140,   99,   70,    1,  112,   23,    0,   57
  270,20181207,  170,   96,   67,   19,  117,   10,    0,  136
  270,20181208,  190,   84,   64,   22,   96,   11,    2,   58
  270,20181209,  200,   74,   48,   22,   98,   12,   33,   48
  270,20181210,  180,   56,   39,    7,   71,   11,   38,   12
  270,20181211,  140,   34,  -23,   24,   83,   13,   30,    0
  270,20181212,   80,   23,  -21,    1,   47,   13,    3,    0
  270,20181213,  100,   15,  -12,   20,   35,   13,   44,    0
  270,20181214,   80,   17,    5,   17,   38,   13,   26,    0
  270,20181215,  140,    2,  -14,   22,   15,   12,    5,    0
  270,20181216,  130,    1,  -23,    3,   26,   24,    0,   16
  270,20181217,   80,   42,   19,    4,   71,   15,    0,   27
  270,20181218,  140,   55,   25,    1,   69,   14,    5,    0
  270,20181219,  120,   67,   50,    1,   84,   16,    2,   14
  270,20181220,  110,   67,   54,    3,   77,   13,    0,   28
  270,20181221,  190,   78,   59,    1,  111,   15,    4,   78
  270,20181222,  140,   74,   62,    2,   89,   12,    2,   65
  270,20181223,   80,   65,   46,   23,   78,   13,    0,  115
  270,20181224,   70,   47,   -1,    7,   78,   13,   49,    0
  270,20181225,   90,   63,   47,    9,   79,   12,   18,    0
  270,20181226,   80,   71,   53,   21,   89,   11,    0,   22
  270,20181227,   70,   57,   53,    1,   62,   13,    0,    9
  270,20181228,   60,   71,   58,    1,   81,   17,    0,    0
  270,20181229,  190,   85,   69,    9,  102,   16,    0,   14
  270,20181230,  130,   80,   68,    8,   90,   12,    0,   14
  270,20181231,  120,   87,   82,   21,   97,   12,   38,    0
  344,20180101,  230,   68,   54,   20,   86,    1,   10,   32
  344,20180102,  160,   70,   57,    1,   93,   23,    7,   70
  344,20180103,  260,   88,   56,    6,  111,    3,    2,   28
  344,20180104,  200,   83,   72,    9,  107,   15,    0,   12
  344,20180105,  160,   66,   52,   15,   84,   12,    0,   46
  344,20180106,  100,   50,   26,   24,   72,   14,    2,    0
  344,20180107,  130,   12,  -10,   23,   30,    1,   64,    0
  344,20180108,  140,   13,   -5,    5,   35,   15,   29,    0
  344,20180109,   90,   32,   -3,    9,   60,   22,    0,    0
  344,20180110,   90,   72,   46,   24,   77,   15,    0,   35
  344,20180111,   50,   46,    2,    6,   71,   14,    2,    0
  344,20180112,   40,   56,   40,   18,   66,   14,    0,    0
  344,20180113,  100,   43,    7,   24,   64,   14,    0,    0
  344,20180114,   90,   36,   18,    1,   55,   14,   70,    0
  344,20180115,  200,   56,   29,    8,   84,   19,    0,   87
  344,20180116,  180,   57,   32,    8,   73,    1,   15,   29
  344,20180117,  200,   51,   28,    4,   65,   14,   24,    9
  344,20180118,  320,   54,   14,   23,  100,    7,    2,   64
  344,20180119,  110,   44,   19,   21,   69,   13,   32,    9
  344,20180120,  110,   30,   14,    3,   43,   13,    8,   16
  344,20180121,  120,   33,  -16,    8,   71,   12,   21,   42
  344,20180122,  100,   67,   28,    1,   88,   12,    6,   25
  344,20180123,  160,   80,   35,    5,  114,   24,    9,   38
  344,20180124,  200,  112,   73,   21,  141,   13,    2,   30
  344,20180125,  130,   78,   61,   24,   91,   14,    8,    1
  344,20180126,   90,   52,   27,    9,   78,   12,   11,    0
  344,20180127,  160,   51,    3,    3,   77,   24,   18,   35
  344,20180128,  160,   97,   77,    1,  112,   13,   26,    4
  344,20180129,  190,   87,   39,   24,  108,   13,    2,   20
  344,20180130,   80,   45,    6,    8,   74,   13,   53,    0
  344,20180131,  190,   69,   20,   19,   97,    5,    2,   65
  344,20180201,  140,   42,   25,    7,   64,   13,   37,   46
  344,20180202,  130,   44,   -8,   24,   72,   14,   30,   40
  344,20180203,   90,   24,   -9,    1,   44,   11,    2,   26
  344,20180204,  150,   21,    2,    2,   42,   15,   45,    4
  344,20180205,  120,   13,  -23,   23,   41,   12,   47,    0
  344,20180206,   90,  -19,  -44,   24,   15,   15,   72,    0
  344,20180207,   60,  -14,  -59,    6,   22,   14,   85,    0
  344,20180208,   90,   18,  -21,    7,   53,   12,   46,    0
  344,20180209,  130,    8,   -4,    7,   24,   12,    3,   50
  344,20180210,  150,   35,    7,    3,   67,   13,   62,   33
  344,20180211,  180,   47,   25,   17,   71,   12,   27,   59
  344,20180212,  120,   31,   15,   23,   59,   14,   54,    2
  344,20180213,  140,   29,    0,    6,   66,   14,   87,    0
  344,20180214,  150,   29,   -7,    5,   61,   15,   78,    8
  344,20180215,  140,   49,    4,   22,  100,   13,   39,   53
  344,20180216,   70,   38,   -5,   20,   79,   13,   87,    0
  344,20180217,   60,   20,  -26,   23,   74,   14,   56,    0
  344,20180218,   80,   22,  -44,    4,   80,   15,   89,    0
  344,20180219,   90,   27,   14,    7,   39,   15,    0,    0
  344,20180220,   70,   15,  -26,    3,   48,   15,   15,    0
  344,20180221,   80,    6,  -32,    7,   51,   15,   92,    0
  344,20180222,  110,    5,  -26,    7,   52,   14,   92,    0
  344,20180223,  130,   -4,  -38,    3,   35,   15,   80,    0
  344,20180224,  150,   -1,  -33,    5,   43,   13,   85,    0
  344,20180225,  130,  -18,  -43,   24,   18,   14,   95,    0
  344,20180226,  110,  -31,  -56,    6,    5,   14,   86,    0
