# SOURCE: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
#
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 260:         5.180       52.100       1.90  DE BILT
# 270:         5.752       53.224       1.20  LEEUWARDEN
# 344:         4.447       51.962      -4.30  ROTTERDAM
# 370:         5.377       51.451      22.60  EINDHOVEN
# 380:         5.762       50.906     114.30  MAASTRICHT
#
# YYYYMMDD = Date (YYYY=year MM=month DD=day);
# FXX      = Strongest wind gust (in 0.1 m/s);
# TG       = Average temperature (in 0.1 degrees Celsius);
# TN       = Minimum temperature (in 0.1 degrees Celsius);
# TNH      = Hour in which TN is measured;
# TX       = Maximum temperature (in 0.1 degrees Celsius);
# TXH      = Hour in which TX is measured;
# SQ       = Duration of Sunshine (in 0.1 hours);
# DR       = Duration of precipitation (in 0.1 hours);
#
# STN,YYYYMMDD,  FXX,   TG,   TN,  TNH,   TX,  TXH,   SQ,   DR
#
  370,20180506,  100,  190,   79,    5,  268,   15,  140,    0
  370,20180507,   80,  195,  128,   24,  262,   14,  140,    0
  370,20180508,   80,  207,  125,   24,  282,   17,  140,    0
  370,20180509,   80,  189,   92,    3,  268,   13,  127,    5
  370,20180510,  110,  122,   51,   24,  176,   14,   39,   40
  370,20180511,   60,  133,   23,    4,  199,   16,   88,    0
  370,20180512,   80,  181,   87,    4,  243,   16,   83,    0
  370,20180513,  100,  132,  112,   22,  153,    1,    2,   67
  370,20180514,   90,  176,  110,    1,  257,   17,   82,    0
  370,20180515,  120,  192,  116,    5,  249,   15,  130,    0
  370,20180516,  130,  159,   98,   24,  212,   14,   73,    7
  370,20180517,  110,  121,   68,   23,  183,   15,  110,    0
  370,20180518,   80,  107,   43,   24,  172,   14,   78,    0
  370,20180519,   60,  107,   37,    2,  162,   16,   31,    0
  370,20180520,  100,  159,   38,    4,  248,   17,  116,    0
  370,20180521,  120,  195,  108,    4,  265,   16,   91,    0
  370,20180522,   90,  171,  103,    4,  260,   13,   70,   59
  370,20180523,   90,  187,  147,    2,  245,   16,   37,    6
  370,20180524,  110,  184,  146,    7,  241,   15,   42,   13
  370,20180525,   50,  207,  133,    4,  268,   15,   79,    0
  370,20180526,   80,  233,  146,    3,  290,   16,  130,    0
  370,20180527,   90,  212,  174,   24,  277,   11,   34,   17
  370,20180528,   80,  231,  147,    4,  291,   15,  120,    0
  370,20180529,  130,  224,  173,    4,  296,   13,   70,    0
  370,20180530,  200,  210,  149,    4,  269,   13,   85,    3
  370,20180531,   90,  201,  151,    4,  258,   15,   56,   12
  370,20180601,   90,  170,  151,    4,  207,   11,    0,   49
  370,20180602,   80,  174,  142,   23,  213,   16,   15,    0
  370,20180603,   50,  199,  130,    4,  251,   14,   92,    0
  370,20180604,   90,  195,  148,   24,  242,   15,   98,    0
  370,20180605,   70,  168,  131,   24,  209,   17,   40,    0
  370,20180606,  100,  208,  118,    4,  287,   15,  149,    0
  370,20180607,   90,  215,  154,    4,  283,   14,   77,   11
  370,20180608,   80,  194,  169,   24,  230,   14,   24,   37
  370,20180609,   70,  212,  164,    2,  263,   16,  101,    0
  370,20180610,   80,  201,  159,   24,  258,   15,  119,    0
  370,20180611,  110,  188,  132,    4,  240,   15,   86,    0
  370,20180612,  100,  149,  108,   24,  195,   14,    5,    0
  370,20180613,  100,  145,   96,   24,  190,   13,   27,    5
  370,20180614,  110,  154,   84,    3,  209,   11,   35,   17
  370,20180615,   60,  183,  102,    3,  247,   14,  101,    0
  370,20180616,   90,  176,  125,    3,  248,   14,   41,    0
  370,20180617,  100,  159,  120,    4,  195,   13,   18,    0
  370,20180618,  130,  172,  129,   22,  212,   16,   13,    0
  370,20180619,   70,  180,  128,    2,  213,   16,    0,    0
  370,20180620,   80,  201,  123,    4,  279,   16,  106,    0
  370,20180621,  140,  146,   80,   24,  184,   11,   86,    0
  370,20180622,  140,  125,   79,    3,  165,   14,   50,    0
  370,20180623,   90,  147,   72,    2,  213,   17,   44,    0
  370,20180624,   80,  153,   82,    4,  204,   14,   34,    0
  370,20180625,   80,  176,  122,   24,  234,   15,   79,    0
  370,20180626,  110,  170,   89,    4,  246,   16,  123,    0
  370,20180627,  100,  199,  110,    4,  277,   16,  140,    0
  370,20180628,  100,  225,  156,    3,  287,   13,  143,    0
  370,20180629,  100,  215,  141,    4,  290,   16,  153,    0
  370,20180630,  110,  224,  130,    4,  298,   15,  152,    0
  370,20180701,  120,  226,  174,    4,  280,   15,  153,    0
  370,20180702,  100,  219,  126,    4,  283,   14,  153,    0
  370,20180703,   70,  225,  137,    4,  302,   14,  153,    0
  370,20180704,   70,  223,  155,    5,  288,   17,  106,    0
  370,20180705,  120,  208,  143,    4,  272,   15,  116,    4
  370,20180706,   80,  208,  144,    4,  269,   14,   90,    0
  370,20180707,   90,  207,  119,    4,  275,   16,  133,    0
  370,20180708,  110,  196,  117,    4,  269,   16,  134,    0
  370,20180709,  100,  189,  117,    4,  249,   13,   47,    0
  370,20180710,  120,  163,  116,   24,  207,   18,   33,    0
  370,20180711,  110,  180,   92,    4,  242,   14,   85,    0
  370,20180712,  100,  200,  140,    3,  272,   15,  110,    0
  370,20180713,   70,  196,  104,    4,  272,   16,   90,    0
  370,20180714,   70,  204,  120,    4,  269,   15,  149,    0
  370,20180715,   90,  230,  145,    4,  294,   15,  145,    0
  370,20180716,   90,  240,  137,    4,  306,   16,  139,    0
  370,20180717,  100,  208,  115,   24,  281,   14,  122,    0
  370,20180718,   70,  198,  101,    3,  262,   14,   91,    0
  370,20180719,   90,  209,  132,    4,  281,   15,   89,    0
  370,20180720,   80,  205,  111,    4,  275,   14,   95,    6
  370,20180721,   90,  220,  148,    5,  292,   14,  122,    0
  370,20180722,  100,  211,  120,    4,  293,   14,  116,    0
  370,20180723,   60,  242,  162,    1,  304,   16,   94,    0
  370,20180724,  110,  258,  169,    4,  328,   15,   70,    0
  370,20180725,  100,  260,  187,    4,  327,   15,   93,    4
  370,20180726,  130,  273,  194,    5,  364,   14,   88,    0
  370,20180727,  110,  306,  236,    1,  367,   15,  140,    0
  370,20180728,  140,  215,  128,   24,  280,   14,   77,   11
  370,20180729,  130,  229,  134,    2,  292,   15,   38,    0
  370,20180730,  120,  252,  183,   24,  329,   15,   95,    0
  370,20180731,  120,  228,  165,   24,  302,   12,   99,    0
  370,20180801,   90,  224,  128,    5,  295,   15,  100,    0
  370,20180802,   90,  243,  154,    5,  321,   14,  121,    0
  370,20180803,   80,  257,  153,    5,  338,   14,  138,    0
  370,20180804,  110,  239,  167,   24,  318,   15,  101,    0
  370,20180805,  110,  216,  152,    4,  280,   16,  136,    0
  370,20180806,   80,  249,  156,    5,  339,   15,  138,    0
  370,20180807,  250,  271,  141,    5,  366,   15,  121,    9
  370,20180808,  150,  201,  123,   24,  253,   14,   54,    7
  370,20180809,  210,  177,  121,    3,  235,   17,   31,   41
  370,20180810,  150,  175,  121,    3,  233,   17,   94,   17
  370,20180811,  120,  166,  114,   22,  227,   14,  122,    0
  370,20180812,  110,  214,  128,    4,  290,   16,   72,    0
  370,20180813,  110,  180,  156,   22,  217,   12,   29,   45
  370,20180814,  110,  192,  158,    1,  249,   13,   65,    6
  370,20180815,  100,  187,  150,    2,  233,   13,   15,    0
  370,20180816,   90,  199,  140,    5,  264,   15,   64,    0
  370,20180817,   90,  180,  113,   24,  242,   15,   90,   42
  370,20180818,   90,  179,  104,    3,  225,   12,   57,    0
  370,20180819,  100,  198,  138,    5,  258,   16,   69,    0
  370,20180820,   60,  205,  179,    1,  235,   12,    0,    0
  370,20180821,   70,  216,  157,    5,  284,   15,   81,    0
  370,20180822,   70,  202,  143,   24,  270,   13,   90,    0
  370,20180823,   90,  185,  127,    3,  241,   16,   28,    3
  370,20180824,  120,  164,  125,   20,  214,   13,   72,    2
  370,20180825,  130,  126,   75,   24,  188,   13,   74,   34
  370,20180826,  110,  145,   53,    5,  207,   14,   66,   13
  370,20180827,  130,  170,  134,    2,  208,   11,   22,   19
  370,20180828,   70,  164,  108,   24,  224,   15,   84,    0
  370,20180829,  100,  159,   92,    4,  221,   10,   28,   42
  370,20180830,   90,  154,   93,   24,  206,   14,   92,    0
  370,20180831,   70,  134,   78,   24,  201,   15,   65,    0
  370,20180901,   80,  139,   55,    6,  216,   15,  109,    0
  370,20180902,  100,  165,   69,    6,  241,   15,  122,    0
  370,20180903,   50,  184,  157,    6,  219,   16,    9,    7
  370,20180904,   70,  206,  155,   24,  260,   16,   48,    0
  370,20180905,   80,  201,  152,    1,  255,   15,   50,   23
  370,20180906,   80,  170,  111,   23,  212,   13,   42,    6
  370,20180907,  110,  143,   99,   21,  186,   13,   79,   11
  370,20180908,  100,  146,   91,    3,  202,   12,   48,    0
  370,20180909,   90,  179,  131,    5,  246,   15,   60,    0
  370,20180910,   90,  173,  134,    2,  221,   15,   19,    0
  370,20180911,  150,  197,  136,    2,  264,   14,  108,    0
  370,20180912,   90,  159,  131,   24,  199,   10,    0,   26
  370,20180913,   60,  143,   70,   24,  199,   14,   75,    6
  370,20180914,   80,  131,   46,    6,  207,   13,   75,    0
  370,20180915,   90,  146,   98,   24,  210,   12,   76,    0
  370,20180916,   80,  153,   84,    1,  235,   16,   77,    0
  370,20180917,   60,  168,   78,    6,  261,   15,  110,    0
  370,20180918,  130,  200,  128,    1,  285,   13,  114,    0
  370,20180919,  140,  194,  120,    3,  262,   15,   90,    0
  370,20180920,  120,  201,  136,    6,  254,   15,   92,    0
  370,20180921,  210,  157,  105,   18,  199,    1,   48,   26
  370,20180922,  120,  122,  100,    1,  168,   10,   12,   75
  370,20180923,  130,  103,   67,   24,  121,   14,    4,   74
  370,20180924,  110,   93,   37,   24,  158,   14,   84,    4
  370,20180925,   50,   91,    6,    5,  169,   13,  103,    0
  370,20180926,   80,  112,   38,    1,  198,   14,   96,    0
  370,20180927,   70,  132,   49,    6,  229,   14,  108,    0
  370,20180928,  110,  113,   47,   24,  167,   13,   47,    0
  370,20180929,   70,   78,    2,    6,  161,   16,   98,    0
  370,20180930,   80,   97,   -9,    6,  176,   15,   63,    4
  370,20181001,  140,   96,   46,   23,  140,   13,   69,   23
  370,20181002,  120,  111,   67,    1,  174,   15,   36,   16
  370,20181003,   80,  119,   64,   22,  172,   13,   73,    0
  370,20181004,   80,  138,   81,   24,  197,   15,   34,    0
  370,20181005,   60,  136,   70,    6,  231,   14,   97,    0
  370,20181006,  110,  158,   86,    3,  240,   14,   89,    0
  370,20181007,  140,  108,   28,   24,  157,   14,   85,    0
  370,20181008,   60,   90,   10,    6,  178,   14,   76,    0
  370,20181009,   50,  113,   32,    6,  204,   15,   82,    0
  370,20181010,  100,  159,   61,    6,  241,   14,   91,    0
  370,20181011,  100,  178,  120,    6,  245,   15,   63,    0
  370,20181012,  110,  191,  140,    6,  247,   15,   78,    3
  370,20181013,   90,  207,  157,    7,  269,   13,   93,    0
  370,20181014,  140,  190,  140,    7,  259,   15,   80,    0
  370,20181015,  100,  171,   93,   24,  249,   13,   45,    0
  370,20181016,   50,  168,   85,    5,  257,   14,   73,    0
  370,20181017,   70,  143,   91,    7,  206,   15,   77,    0
  370,20181018,   80,  133,   84,    6,  158,   12,    3,    0
  370,20181019,   80,  111,   52,   24,  169,   14,   60,    0
  370,20181020,   50,   78,   13,    7,  157,   13,   72,    0
  370,20181021,   40,  101,   24,    4,  172,   15,   64,    0
  370,20181022,  100,  105,    9,   23,  165,   13,   52,    6
  370,20181023,  130,  115,   23,    1,  155,   12,   23,    0
  370,20181024,  130,  141,  126,   22,  160,   11,   16,   37
  370,20181025,   80,  121,  101,   24,  135,   11,    0,    0
  370,20181026,  110,   89,   46,   21,  119,   13,    3,   30
  370,20181027,   70,   61,   24,   20,  118,   14,   72,   10
  370,20181028,  120,   41,   13,    7,   71,   12,   62,    0
  370,20181029,  110,   47,   30,    6,   65,   12,    0,    5
  370,20181030,  190,   58,   31,   15,   90,   18,    3,  125
  370,20181031,  110,   82,   38,    6,  117,   13,   62,    0
  370,20181101,   90,  103,   76,    6,  138,   13,    0,   39
  370,20181102,  100,   73,   12,   24,  115,   13,   77,   13
  370,20181103,   50,   40,  -13,    7,  100,   14,   77,    0
  370,20181104,   60,   67,   -7,    7,  133,   14,   80,    0
  370,20181105,   50,   91,   52,    3,  133,   13,   51,    0
  370,20181106,   60,  122,   62,    1,  193,   13,   65,    0
  370,20181107,   90,  114,   87,    7,  143,   13,    9,   25
  370,20181108,   80,   95,   39,   19,  135,   13,   78,    0
  370,20181109,   60,   95,   57,    8,  129,   15,   22,    0
  370,20181110,  120,  119,   93,    1,  133,   11,    6,   55
  370,20181111,  130,  116,   98,   24,  137,   13,    0,   46
  370,20181112,   60,  101,   87,   23,  114,   15,    0,   84
  370,20181113,  140,   98,   67,   24,  133,   12,   54,    7
  370,20181114,   60,   79,   45,    7,  131,   13,   76,    0
  370,20181115,   50,   67,   21,   24,  132,   14,   77,    0
  370,20181116,   80,   50,  -11,    8,  100,   15,   77,    0
  370,20181117,  100,   55,   25,   24,   93,   14,   75,    0
  370,20181118,  100,   26,   -1,   22,   66,   14,   64,    0
  370,20181119,  140,   45,   13,    1,   68,   11,    8,    3
  370,20181120,  140,   36,   23,    4,   50,   13,    2,    0
  370,20181121,   70,   38,   23,    1,   59,   12,   14,   15
  370,20181122,   60,   24,  -17,   22,   53,   14,   20,    0
  370,20181123,   50,   39,  -24,    1,   87,   15,   51,    0
  370,20181124,   60,   24,   10,    7,   40,    1,    0,    0
  370,20181125,   70,   33,   21,    8,   42,   14,    0,    0
  370,20181126,   70,   49,   34,   24,   64,   14,    0,   55
  370,20181127,   60,   32,   19,   20,   44,   15,    5,    0
  370,20181128,  100,   65,   24,    1,  105,   24,    0,   43
  370,20181129,  120,  104,   96,   10,  114,   15,   13,   61
  370,20181130,  110,   94,   60,   24,  119,   12,   12,    0
  370,20181201,  110,   78,   53,    8,  101,   23,   18,   33
  370,20181202,  120,  123,   96,    2,  140,   13,    0,   96
  370,20181203,  120,  119,   81,   24,  134,    1,   22,   35
  370,20181204,   90,   52,    1,   24,   93,   12,   47,    4
  370,20181205,   70,   58,    2,    1,   93,   23,    0,   14
  370,20181206,  140,  115,   89,    1,  127,   18,    0,   39
  370,20181207,  190,   98,   58,   24,  121,   12,    0,   96
  370,20181208,  180,   89,   55,    1,  110,   22,    4,   55
  370,20181209,  190,   79,   49,   24,  103,    1,   10,   48
  370,20181210,  110,   42,    1,   23,   70,   14,   17,   35
  370,20181211,   60,   34,  -12,   24,   76,   13,   33,    7
  370,20181212,   70,   12,  -35,    6,   47,   14,    5,    0
  370,20181213,  100,   11,  -25,   20,   32,   13,   65,    0
  370,20181214,   60,    5,  -19,    5,   16,   13,    2,    0
  370,20181215,  110,    3,  -11,   24,   10,    3,    0,   12
  370,20181216,   90,   16,   -9,    1,   33,   24,    0,   28
  370,20181217,  100,   59,   33,    1,   86,   15,   15,   34
  370,20181218,  100,   68,   56,   19,   93,   14,   53,    0
  370,20181219,   90,   75,   54,   24,  100,   14,    2,   12
  370,20181220,  110,   78,   60,    1,   87,   24,    0,   24
  370,20181221,  210,  106,   78,    4,  132,   13,    0,   80
  370,20181222,  150,   95,   69,   24,  116,   13,   14,   30
  370,20181223,  100,   78,   60,   24,  103,   20,    0,  137
  370,20181224,   60,   49,   -2,   19,   79,   13,   53,    0
  370,20181225,   80,   23,  -28,   24,   62,   13,   31,    0
  370,20181226,   50,    7,  -30,    1,   52,   13,   26,    0
  370,20181227,   30,   10,  -23,    7,   55,   15,   17,    0
  370,20181228,   50,    2,  -40,    4,   29,   24,   16,    0
  370,20181229,  120,   62,   29,    1,   98,   20,    0,    8
  370,20181230,   90,   80,   51,    8,   91,   23,    0,   47
  370,20181231,   70,   89,   73,   24,   99,   13,    0,   24
  380,20180101,  180,   60,   44,   22,   79,   12,   22,   63
  380,20180102,  170,   62,   47,    1,   86,   24,    0,   64
  380,20180103,  230,   85,   69,   24,  112,    4,    4,   58
  380,20180104,  190,   83,   63,    3,  120,   16,    0,   55
  380,20180105,  150,   76,   46,   23,   95,   15,   17,   25
  380,20180106,   80,   50,   31,    7,   73,   14,    0,    0
  380,20180107,  150,   29,   16,   17,   48,    1,    2,    6
  380,20180108,  120,   36,   18,    1,   54,   15,    0,    0
  380,20180109,   70,   45,   -1,    8,   75,   23,    5,    0
  380,20180110,  110,   72,   49,   24,   95,   13,   14,   38
  380,20180111,   80,   58,   37,    3,   81,   14,    0,    0
  380,20180112,   50,   45,   10,   20,   60,   14,    0,    0
  380,20180113,   70,   32,   -4,    7,   72,   13,   33,    0
  380,20180114,   70,   30,    0,    7,   64,   13,   69,    0
  380,20180115,  210,   54,   31,    5,   78,   23,    0,   39
  380,20180116,  160,   54,   27,   19,   76,   13,   26,    5
  380,20180117,  170,   30,    4,    7,   44,   16,   23,   35
  380,20180118,  250,   55,   10,   24,  106,    9,   18,   60
  380,20180119,  110,   31,   17,   23,   59,   14,   32,   19
  380,20180120,   90,   21,   13,   16,   34,   11,    2,   92
  380,20180121,   80,   23,   -7,    8,   46,   13,   38,   30
  380,20180122,   90,   69,   28,    1,   89,   12,    0,   31
  380,20180123,  140,   81,   46,    2,  101,   24,   23,    6
  380,20180124,  180,  116,   96,   24,  133,   12,    5,    3
  380,20180125,  120,   72,   57,   21,   96,    1,    0,   77
  380,20180126,   70,   60,   43,    6,   76,   15,   11,    0
  380,20180127,  140,   56,   42,   24,   78,   15,   64,    7
  380,20180128,  120,   81,   42,    1,  104,   15,    3,   25
  380,20180129,  140,   88,   49,   24,   98,   12,    0,   25
  380,20180130,   90,   48,   10,    8,   77,   14,   50,    0
  380,20180131,  170,   70,   26,   24,   94,    3,    0,   72
  380,20180201,  140,   26,   10,    7,   48,   16,   26,    6
  380,20180202,  120,   28,   19,   15,   42,   10,    2,   68
  380,20180203,   70,   23,   12,    6,   39,   13,    0,   12
  380,20180204,  100,   -4,  -25,   24,   22,    1,    9,   21
  380,20180205,   90,   -6,  -27,    5,   30,   15,   83,    0
  380,20180206,   80,  -17,  -32,    5,    1,   13,    4,    8
  380,20180207,   70,  -23,  -58,   24,   11,   16,   58,    0
  380,20180208,   80,  -33,  -76,    6,   13,   14,   62,    0
  380,20180209,  120,   -6,  -37,    4,   20,   13,   62,   43
  380,20180210,  130,   19,    4,   24,   47,   15,   20,   27
  380,20180211,  170,   32,    6,   24,   61,   14,   16,   43
  380,20180212,   90,   16,   -9,   24,   46,   13,   34,    3
  380,20180213,  110,   10,  -20,   23,   53,   13,   87,    0
  380,20180214,  120,   18,  -35,    6,   59,   14,   90,    0
  380,20180215,  130,   44,    9,   24,   90,   16,   10,   65
  380,20180216,   70,   28,  -11,    7,   82,   15,   89,    0
  380,20180217,   70,   17,   -9,   23,   57,   14,   57,    0
  380,20180218,   80,   22,  -29,    7,   78,   14,   90,    0
  380,20180219,   90,    8,  -29,    4,   39,   15,   15,    0
  380,20180220,   70,   13,  -21,   23,   49,   12,   38,    0
  380,20180221,   80,   -3,  -44,    7,   46,   14,   93,    0
  380,20180222,  120,   -1,  -31,    2,   43,   14,   93,    0
  380,20180223,  130,  -10,  -41,    4,   30,   15,   95,    0
  380,20180224,  160,   -7,  -49,    6,   52,   14,   95,    0
  380,20180225,  130,  -28,  -54,    7,    6,   14,   97,    0
  380,20180226,  140,  -44,  -73,    6,  -10,   12,   48,    8
  380,20180227,  130,  -52,  -83,    7,   -9,   14,   93,    0
  380,20180228,  160,  -61,  -89,    6,  -24,   13,   99,    0
  380,20180301,  180,  -33,  -69,    1,    8,   15,   59,    0
  380,20180302,  160,  -27,  -39,    8,   -2,   14,    0,   66
  380,20180303,   80,    2,  -30,    7,   40,   14,   73,   14
  380,20180304,  120,   68,   -4,    4,  131,   13,   49,    6
  380,20180305,  100,   71,   35,    7,  129,   15,   48,    0
  380,20180306,   80,   69,   33,    5,  112,   12,   45,    0
  380,20180307,  130,   51,   21,    4,   80,   11,    2,   58
  380,20180308,  170,   46,   18,    5,   85,   11,   28,   20
  380,20180309,   90,   64,   20,    6,   95,   24,    8,   45
  380,20180310,  110,  121,   92,    1,  156,   13,   10,   12
  380,20180311,  120,  122,   92,   24,  152,   16,   27,    0
  380,20180312,  140,  106,   82,   24,  147,   12,   55,   19
  380,20180313,  130,   57,   41,   20,   85,    2,    0,  118
  380,20180314,   80,   69,   11,    5,  126,   14,   96,    0
  380,20180315,  100,   71,   45,    6,  113,   13,   13,   57
  380,20180316,  100,   58,    5,   24,   97,   14,    2,   40
  380,20180317,  140,  -19,  -28,   23,    5,    1,    0,    6
  380,20180318,  130,  -14,  -30,    7,    9,   15,   11,    0
  380,20180319,  110,   -8,  -42,   23,   31,   15,   59,    0
  380,20180320,  140,   19,  -47,    2,   86,   16,   80,    7
  380,20180321,   90,   16,  -21,    4,   69,   14,   47,    0
  380,20180322,  100,   47,   17,    1,   68,   15,    0,   65
  380,20180323,  120,   52,   42,   24,   69,   14,    4,    5
  380,20180324,   90,   72,   35,   24,  126,   14,   77,    0
  380,20180325,   70,   82,   17,    2,  133,   15,   92,    0
  380,20180326,  110,   61,   15,   24,  111,   14,   46,    2
  380,20180327,  120,   59,    2,    2,  105,   10,    7,   90
  380,20180328,  190,   70,   35,   21,  106,   18,    1,   83
  380,20180329,  110,   69,   32,    4,  112,   16,   61,    2
  380,20180330,  110,   92,   55,   24,  148,   14,   32,   30
  380,20180331,   80,   79,   40,    4,  131,   12,   52,   19
  380,20180401,   90,   58,   38,   23,   81,   12,    4,   21
  380,20180402,  120,   94,   32,    1,  148,   13,    9,   13
  380,20180403,  150,  120,   93,    2,  162,   15,   23,   13
  380,20180404,  140,  109,   63,    4,  144,   15,   32,   20
  380,20180405,  140,   68,   22,   22,   96,    1,   41,    8
  380,20180406,  100,   97,   24,    1,  175,   14,  117,    0
  380,20180407,  120,  154,   53,    1,  228,   16,  116,    0
  380,20180408,   60,  168,  103,    6,  234,   14,   73,    0
  380,20180409,   90,  139,   97,    3,  174,   15,    5,    0
  380,20180410,  100,  138,  100,   24,  188,   14,   15,   33
  380,20180411,   90,  100,   69,   24,  130,   16,   13,   33
  380,20180412,   80,  112,   55,    3,  168,   14,   18,    0
  380,20180413,   60,  108,   55,    4,  148,   15,    0,    0
  380,20180414,   70,  131,   66,    4,  188,   15,   51,   27
  380,20180415,   80,  140,  106,    6,  184,   14,   70,   40
  380,20180416,   70,  130,   84,   24,  179,   15,  105,    2
  380,20180417,   80,  145,   59,    6,  213,   16,  126,    0
  380,20180418,   90,  179,   83,    3,  248,   16,  128,    0
  380,20180419,  100,  206,  103,    4,  280,   13,  130,    0
  380,20180420,   70,  203,  122,    5,  270,   13,  123,    0
  380,20180421,   60,  173,  105,    5,  235,   15,  118,    0
  380,20180422,  140,  194,  110,    5,  267,   15,   95,    1
  380,20180423,   90,  145,   87,   24,  187,   14,   86,    7
  380,20180424,  110,  127,   82,    3,  162,   22,   27,    0
  380,20180425,  130,  128,   78,   23,  159,   16,   51,    6
  380,20180426,  120,   99,   46,   24,  145,   13,   50,    6
  380,20180427,  120,  128,   45,    4,  190,   16,   89,    0
  380,20180428,  110,  129,   75,   24,  169,   15,   10,    0
  380,20180429,  110,  124,   46,    4,  190,   17,   46,   78
  380,20180430,  210,   96,   51,   24,  134,   11,   16,   90
  380,20180501,  160,   86,   49,    2,  137,   15,   68,   28
  380,20180502,  110,  121,   41,    4,  180,   16,  133,    0
  380,20180503,   80,  116,   70,   24,  166,   15,  110,    0
  380,20180504,  100,  125,   48,    3,  187,   16,  138,    0
  380,20180505,  100,  145,   66,    5,  218,   15,  140,    0
  380,20180506,  100,  181,   77,    4,  252,   14,  140,    0
  380,20180507,  100,  187,  104,    4,  248,   15,  140,    0
  380,20180508,   90,  207,  126,    4,  270,   15,  140,    0
  380,20180509,   90,  193,  114,    5,  271,   13,  128,    0
  380,20180510,   90,  127,   80,   24,  168,   13,   22,   29
  380,20180511,   70,  139,   58,    5,  203,   16,  115,    0
  380,20180512,  100,  179,   86,    4,  239,   14,   88,    0
  380,20180513,   80,  130,  114,   24,  150,    1,    0,   63
  380,20180514,   70,  158,  106,    4,  240,   17,   54,   29
  380,20180515,   80,  176,  116,    1,  238,   15,  117,    0
  380,20180516,  110,  161,  115,   24,  214,   12,   61,    3
  380,20180517,  100,  123,   78,   24,  183,   15,  124,    0
  380,20180518,   80,  114,   71,    5,  172,   15,   87,    0
  380,20180519,   90,  112,   55,    3,  166,   14,   72,    0
  380,20180520,  130,  152,   64,    4,  241,   17,  109,    0
  380,20180521,  130,  173,  124,    1,  253,   14,   53,   32
  380,20180522,  120,  159,  116,   13,  234,   11,   54,   38
  380,20180523,   80,  173,  132,    4,  226,   15,   33,   25
  380,20180524,  100,  180,  123,    3,  238,   13,   75,    9
  380,20180525,   80,  201,  125,    3,  264,   14,  125,    0
  380,20180526,   90,  226,  145,    5,  280,   15,  141,    0
  380,20180527,  160,  202,  166,   23,  270,   11,   38,   25
  380,20180528,   90,  227,  146,    4,  283,   16,  111,    0
  380,20180529,  100,  205,  164,    4,  260,   12,   55,    0
  380,20180530,   60,  212,  143,    3,  265,   14,   99,    0
  380,20180531,   80,  214,  170,    1,  274,   16,   82,    6
  380,20180601,   80,  171,  159,   15,  185,    8,    0,  118
  380,20180602,   80,  172,  138,   23,  203,   16,   34,    0
  380,20180603,   60,  192,  144,    3,  248,   15,   90,    0
  380,20180604,   90,  202,  138,    4,  262,   13,  118,    0
  380,20180605,   80,  167,  131,   24,  200,   17,   39,    0
  380,20180606,   80,  211,  124,    4,  275,   15,  149,    0
  380,20180607,   70,  209,  166,    1,  258,   12,   44,   31
  380,20180608,   60,  195,  169,   23,  235,   15,   29,   16
  380,20180609,   50,  207,  167,    3,  253,   17,   69,    0
  380,20180610,   80,  202,  167,    5,  251,   16,   47,    0
  380,20180611,  100,  185,  148,    4,  234,   14,   46,    0
  380,20180612,   80,  150,  116,   24,  183,   17,    8,   22
  380,20180613,   90,  137,   92,   23,  179,   14,   11,    0
  380,20180614,  110,  157,   92,    1,  218,   13,   62,   19
  380,20180615,   70,  182,  136,   24,  236,   17,  114,    0
  380,20180616,   90,  177,  126,    3,  241,   14,   62,    0
  380,20180617,  100,  159,  132,    1,  180,   17,   19,    0
  380,20180618,  100,  181,  147,   24,  222,   17,   45,    0
  380,20180619,   80,  179,  138,    1,  214,   15,    4,    0
  380,20180620,   80,  217,  164,    4,  274,   16,  130,    0
  380,20180621,  130,  150,   90,   24,  190,   13,   60,    0
  380,20180622,  120,  122,   80,    3,  160,   11,   50,    0
  380,20180623,   60,  134,   73,    3,  184,   17,   29,    0
  380,20180624,   70,  150,   97,    4,  195,   13,   27,    0
  380,20180625,   70,  170,  127,   24,  228,   16,   69,    0
  380,20180626,   90,  162,  104,    5,  226,   17,  107,    0
  380,20180627,  110,  194,  108,    4,  273,   16,  148,    0
  380,20180628,  110,  216,  126,    4,  278,   14,  152,    0
  380,20180629,  110,  223,  154,    3,  288,   14,  153,    0
  380,20180630,  100,  225,  145,    4,  293,   14,  152,    0
  380,20180701,  110,  221,  169,    4,  276,   16,  152,    0
  380,20180702,  100,  215,  140,    4,  281,   16,  152,    0
  380,20180703,   70,  224,  121,    4,  297,   14,  108,    0
  380,20180704,   80,  225,  161,    3,  283,   18,   63,    4
  380,20180705,   80,  212,  158,   24,  274,   15,   84,    0
  380,20180706,   70,  206,  140,    3,  263,   13,   89,    0
  380,20180707,  100,  210,  144,    4,  269,   13,  117,    0
  380,20180708,  110,  195,  125,    4,  258,   16,  142,    0
  380,20180709,  110,  192,  126,    4,  251,   14,   96,    0
  380,20180710,  100,  152,  123,   24,  180,   10,   18,    0
  380,20180711,   90,  178,  100,    4,  237,   15,   85,    0
  380,20180712,   80,  203,  156,    6,  269,   16,   88,    0
